10,11,-1
10,21,-1
10,22,-1
11,12,-1
11,15,-1
11,18,-1
1,2,-1
12,13,-1
12,14,-1
15,13,-1
15,16,-1
16,17,-1
17,13,-1
17,9,-1
18,19,-1
18,8,-1
19,20,-1
20,8,-1
20,9,-1
2,27,-1
2,28,-1
2,3,-1
23,24,-1
23,25,-1
25,26,-1
26,1,-1
26,24,-1
3,23,-1
3,4,-1
4,5,-1
4,6,-1
4,7,-1
4,8,-1
4,9,-1
9,10,-1
